Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	mix_1 Spectral Count	mix_2 Spectral Count	mix_3 Spectral Count	mix_1 Unique Spectral Count	mix_2 Unique Spectral Count	mix_3 Unique Spectral Count	mix_1 Total Spectral Count	mix_2 Total Spectral Count	mix_3 Total Spectral Count	mix_1 Intensity	mix_2 Intensity	mix_3 Intensity	mix_1 Unique Intensity	mix_2 Unique Intensity	mix_3 Unique Intensity	mix_1 Total Intensity	mix_2 Total Intensity	mix_3 Total Intensity	Indistinguishable Proteins
sp|Q9HC36|MRM3_HUMAN	Q9HC36	MRM3_HUMAN	MRM3	420	2.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	rRNA methyltransferase 3, mitochondrial 	0.9859	0.9990	1	2	2	2	2	0	0	2	0	0	2	0	0	1634647	     0	     0	1634647	     0	     0	1634647	     0	     0		
sp|Q9HCE5|MET14_HUMAN	Q9HCE5	MET14_HUMAN	METTL14	456	2.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	N6-adenosine-methyltransferase non-catalytic subunit 	0.9859	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	1991076	     0	     0	1991076	     0	     0	1991076	     0	     0		
sp|Q9NYJ7|DLL3_HUMAN	Q9NYJ7	DLL3_HUMAN	DLL3	618	1.30	Homo sapiens OX=9606	2:Experimental evidence at transcript level	Delta-like protein 3 	0.9859	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	1588411	     0	     0	1588411	     0	     0	1588411	     0	     0		
sp|Q9NYL4|FKB11_HUMAN	Q9NYL4	FKB11_HUMAN	FKBP11	201	5.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase FKBP11 	0.9859	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	1243745	     0	     0	1243745	     0	     0	1243745	     0	     0		
sp|O43896|KIF1C_HUMAN	O43896	KIF1C_HUMAN	KIF1C	1103	4.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Kinesin-like protein KIF1C 	0.9858	0.9990	4	1	1	6	1	0	0	1	0	0	5	1	0	855852	     0	     0	855852	     0	     0	4076707	3229336	     0		
sp|P00750|TPA_HUMAN	P00750	TPA_HUMAN	PLAT	562	3.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tissue-type plasminogen activator 	0.9858	0.9990	1	1	1	1	0	0	1	0	0	1	0	0	1	     0	     0	2788572	     0	     0	2788572	     0	     0	2788572		
sp|P01730|CD4_HUMAN	P01730	CD4_HUMAN	CD4	458	2.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	T-cell surface glycoprotein CD4 	0.9858	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	1127366	     0	     0	1127366	     0	     0	1127366	     0	     0		
sp|Q16854|DGUOK_HUMAN	Q16854	DGUOK_HUMAN	DGUOK	277	2.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Deoxyguanosine kinase, mitochondrial 	0.9858	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	6362302	     0	     0	6362302	     0	     0	6362302	     0	     0		
sp|Q6P161|RM54_HUMAN	Q6P161	RM54_HUMAN	MRPL54	138	7.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	39S ribosomal protein L54, mitochondrial 	0.9858	0.9990	1	1	1	1	0	0	1	0	0	1	0	0	1	     0	     0	1845115	     0	     0	1845115	     0	     0	1845115		
sp|Q6UUV7|CRTC3_HUMAN	Q6UUV7	CRTC3_HUMAN	CRTC3	619	2.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	CREB-regulated transcription coactivator 3 	0.9858	0.9990	1	1	1	1	0	1	0	0	1	0	0	1	0	     0	804412	     0	     0	804412	     0	     0	804412	     0		
sp|Q8N1Q1|CAH13_HUMAN	Q8N1Q1	CAH13_HUMAN	CA13	262	4.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Carbonic anhydrase 13 	0.9858	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	2344170	     0	     0	2344170	     0	     0	2344170	     0	     0		
sp|Q9HAF1|EAF6_HUMAN	Q9HAF1	EAF6_HUMAN	MEAF6	191	5.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Chromatin modification-related protein MEAF6 	0.9858	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	1174512	     0	     0	1174512	     0	     0	1174512	     0	     0		
sp|Q9UGH3|S23A2_HUMAN	Q9UGH3	S23A2_HUMAN	SLC23A2	650	2.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Solute carrier family 23 member 2 	0.9858	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	1717877	     0	     0	1717877	     0	     0	1717877	     0	     0		
sp|A8MYZ6|FOXO6_HUMAN	A8MYZ6	FOXO6_HUMAN	FOXO6	492	1.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Forkhead box protein O6 	0.9857	0.9990	1	1	0	1	1	0	0	0	0	0	1	0	0	2974656	     0	     0	     0	     0	     0	2974656	     0	     0	sp|O43524|FOXO3_HUMAN, sp|Q12778|FOXO1_HUMAN	
sp|O75052|CAPON_HUMAN	O75052	CAPON_HUMAN	NOS1AP	506	2.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein 	0.9857	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	695784	     0	     0	695784	     0	     0	695784	     0	     0		
sp|P20264|PO3F3_HUMAN	P20264	PO3F3_HUMAN	POU3F3	500	2.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	POU domain, class 3, transcription factor 3 	0.9857	0.9990	1	1	0	1	1	0	0	0	0	0	1	0	0	3269878	     0	     0	     0	     0	     0	3269878	     0	     0	sp|P20265|PO3F2_HUMAN, sp|Q03052|PO3F1_HUMAN	
sp|P47870|GBRB2_HUMAN	P47870	GBRB2_HUMAN	GABRB2	512	6.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Gamma-aminobutyric acid receptor subunit beta-2 	0.9857	0.9990	3	2	2	6	1	1	0	1	1	0	2	3	1	3653527	2715251	     0	3653527	2715251	     0	3653527	2715251	     0		
sp|Q01415|GALK2_HUMAN	Q01415	GALK2_HUMAN	GALK2	458	2.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	N-acetylgalactosamine kinase 	0.9857	0.9990	1	2	2	2	1	1	0	1	1	0	1	1	0	1242146	1189354	     0	1242146	1189354	     0	1242146	1189354	     0		
sp|Q05586|NMDZ1_HUMAN	Q05586	NMDZ1_HUMAN	GRIN1	938	0.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glutamate receptor ionotropic, NMDA 1 	0.9857	0.9990	1	1	1	1	0	1	0	0	1	0	0	1	0	     0	2048282	     0	     0	2048282	     0	     0	2048282	     0		
sp|Q53H82|LACB2_HUMAN	Q53H82	LACB2_HUMAN	LACTB2	288	3.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Endoribonuclease LACTB2 	0.9857	0.9990	1	2	2	2	0	1	1	0	1	1	0	1	1	     0	2257456	1583033	     0	2257456	1583033	     0	2257456	1583033		
sp|Q8N2H4|SYS1_HUMAN	Q8N2H4	SYS1_HUMAN	SYS1	156	5.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein SYS1 homolog 	0.9857	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	1341075	     0	     0	1341075	     0	     0	1341075	     0	     0		
sp|Q8N5G2|MACOI_HUMAN	Q8N5G2	MACOI_HUMAN	MACO1	664	1.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Macoilin 	0.9857	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	916529	     0	     0	916529	     0	     0	916529	     0	     0		
sp|Q8NG68|TTL_HUMAN	Q8NG68	TTL_HUMAN	TTL	377	3.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tubulin--tyrosine ligase 	0.9857	0.9990	1	2	2	2	2	0	0	2	0	0	2	0	0	5554712	     0	     0	5554712	     0	     0	5554712	     0	     0		
sp|Q96SI9|STRBP_HUMAN	Q96SI9	STRBP_HUMAN	STRBP	672	6.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Spermatid perinuclear RNA-binding protein 	0.9857	0.9990	4	3	3	17	1	1	1	1	1	1	7	5	5	1549184	1192857	1226558	1549184	1192857	1226558	32958448	9039906	9077439		
sp|Q99547|MPH6_HUMAN	Q99547	MPH6_HUMAN	MPHOSPH6	160	5.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	M-phase phosphoprotein 6 	0.9857	0.9990	1	2	2	2	1	0	1	1	0	1	1	0	1	1807563	     0	1976452	1807563	     0	1976452	1807563	     0	1976452		
sp|Q9BVV7|TIM21_HUMAN	Q9BVV7	TIM21_HUMAN	TIMM21	248	4.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Mitochondrial import inner membrane translocase subunit Tim21 	0.9857	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	1608405	     0	     0	1608405	     0	     0	1608405	     0	     0		
sp|Q9BXJ0|C1QT5_HUMAN	Q9BXJ0	C1QT5_HUMAN	C1QTNF5	243	6.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Complement C1q tumor necrosis factor-related protein 5 	0.9857	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	1108296	     0	     0	1108296	     0	     0	1108296	     0	     0		
sp|Q9NY12|GAR1_HUMAN	Q9NY12	GAR1_HUMAN	GAR1	217	3.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	H/ACA ribonucleoprotein complex subunit 1 	0.9857	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	4712646	     0	     0	4712646	     0	     0	4712646	     0	     0		
sp|Q9P2C4|TM181_HUMAN	Q9P2C4	TM181_HUMAN	TMEM181	612	1.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transmembrane protein 181 	0.9857	0.9990	1	2	2	2	1	1	0	1	1	0	1	1	0	5380896	3038348	     0	5380896	3038348	     0	5380896	3038348	     0		
sp|Q9Y4K0|LOXL2_HUMAN	Q9Y4K0	LOXL2_HUMAN	LOXL2	774	1.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Lysyl oxidase homolog 2 	0.9857	0.9990	1	1	1	1	0	0	1	0	0	1	0	0	1	     0	     0	1313802	     0	     0	1313802	     0	     0	1313802		
sp|Q9Y6A1|POMT1_HUMAN	Q9Y6A1	POMT1_HUMAN	POMT1	747	1.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein O-mannosyl-transferase 1 	0.9857	0.9990	1	3	3	3	0	1	2	0	1	2	0	1	2	     0	2476363	2506417	     0	2476363	2506417	     0	2476363	2506417		
sp|O43299|AP5Z1_HUMAN	O43299	AP5Z1_HUMAN	AP5Z1	807	1.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	AP-5 complex subunit zeta-1 	0.9856	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	258354	     0	     0	258354	     0	     0	258354	     0	     0		
sp|P56559|ARL4C_HUMAN	P56559	ARL4C_HUMAN	ARL4C	192	4.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	ADP-ribosylation factor-like protein 4C 	0.9856	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	565821	     0	     0	565821	     0	     0	565821	     0	     0		
sp|P62306|RUXF_HUMAN	P62306	RUXF_HUMAN	SNRPF	86	9.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Small nuclear ribonucleoprotein F 	0.9856	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	8289005	     0	     0	8289005	     0	     0	8289005	     0	     0		
sp|P83436|COG7_HUMAN	P83436	COG7_HUMAN	COG7	770	1.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Conserved oligomeric Golgi complex subunit 7 	0.9856	0.9990	1	1	1	1	0	1	0	0	1	0	0	1	0	     0	425973	     0	     0	425973	     0	     0	425973	     0		
sp|Q16637|SMN_HUMAN	Q16637	SMN_HUMAN	SMN2	294	6.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Survival motor neuron protein 	0.9856	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	1027657	     0	     0	1027657	     0	     0	1027657	     0	     0		
sp|Q68DK7|MSL1_HUMAN	Q68DK7	MSL1_HUMAN	MSL1	614	2.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Male-specific lethal 1 homolog 	0.9856	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	690116	     0	     0	690116	     0	     0	690116	     0	     0		
sp|Q6MZT1|R7BP_HUMAN	Q6MZT1	R7BP_HUMAN	RGS7BP	257	3.10	Homo sapiens OX=9606	2:Experimental evidence at transcript level	Regulator of G-protein signaling 7-binding protein 	0.9856	0.9990	1	1	1	1	0	1	0	0	1	0	0	1	0	     0	1402777	     0	     0	1402777	     0	     0	1402777	     0		
sp|Q6N075|MFSD5_HUMAN	Q6N075	MFSD5_HUMAN	MFSD5	450	2.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Molybdate-anion transporter 	0.9856	0.9990	1	1	1	1	0	1	0	0	1	0	0	1	0	     0	488735	     0	     0	488735	     0	     0	488735	     0		
sp|Q7L8J4|3BP5L_HUMAN	Q7L8J4	3BP5L_HUMAN	SH3BP5L	393	2.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	SH3 domain-binding protein 5-like 	0.9856	0.9990	1	2	2	2	1	0	1	1	0	1	1	0	1	710245	     0	692129	710245	     0	692129	710245	     0	692129		
sp|Q8IV20|LACC1_HUMAN	Q8IV20	LACC1_HUMAN	LACC1	430	2.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Purine nucleoside phosphorylase LACC1 	0.9856	0.9990	1	3	3	3	1	1	1	1	1	1	1	1	1	247599	334935	221413	247599	334935	221413	247599	334935	221413		
sp|Q96PE2|ARHGH_HUMAN	Q96PE2	ARHGH_HUMAN	ARHGEF17	2063	0.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Rho guanine nucleotide exchange factor 17 	0.9856	0.9990	1	1	1	1	0	0	1	0	0	1	0	0	1	     0	     0	2074323	     0	     0	2074323	     0	     0	2074323		
sp|Q9BYC9|RM20_HUMAN	Q9BYC9	RM20_HUMAN	MRPL20	149	7.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	39S ribosomal protein L20, mitochondrial 	0.9856	0.9990	1	1	1	1	0	1	0	0	1	0	0	1	0	     0	385015	     0	     0	385015	     0	     0	385015	     0		
sp|Q9NXB9|ELOV2_HUMAN	Q9NXB9	ELOV2_HUMAN	ELOVL2	296	3.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Elongation of very long chain fatty acids protein 2 	0.9856	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	826475	     0	     0	826475	     0	     0	826475	     0	     0		
sp|O43657|TSN6_HUMAN	O43657	TSN6_HUMAN	TSPAN6	245	3.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tetraspanin-6 	0.9855	0.9989	1	1	1	1	1	0	0	1	0	0	1	0	0	4090209	     0	     0	4090209	     0	     0	4090209	     0	     0		
sp|Q14192|FHL2_HUMAN	Q14192	FHL2_HUMAN	FHL2	279	3.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Four and a half LIM domains protein 2 	0.9855	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	1356148	     0	     0	1356148	     0	     0	1356148	     0	     0		
sp|Q6ZUT6|CCD9B_HUMAN	Q6ZUT6	CCD9B_HUMAN	CCDC9B	534	2.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Coiled-coil domain-containing protein 9B 	0.9855	0.9990	1	2	2	2	2	0	0	2	0	0	2	0	0	395354	     0	     0	395354	     0	     0	395354	     0	     0		
sp|Q8WZA1|PMGT1_HUMAN	Q8WZA1	PMGT1_HUMAN	POMGNT1	660	2.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1 	0.9855	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	759800	     0	     0	759800	     0	     0	759800	     0	     0		
sp|Q96T66|NMNA3_HUMAN	Q96T66	NMNA3_HUMAN	NMNAT3	252	3.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 3 	0.9855	0.9990	1	3	3	3	1	2	0	1	2	0	1	2	0	1209144	649670	     0	1209144	649670	     0	1209144	649670	     0		
sp|Q9H9A5|CNO10_HUMAN	Q9H9A5	CNO10_HUMAN	CNOT10	744	1.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	CCR4-NOT transcription complex subunit 10 	0.9855	0.9990	1	3	3	3	1	1	1	1	1	1	1	1	1	1056696	485669	660578	1056696	485669	660578	1056696	485669	660578		
sp|Q9NZD8|SPG21_HUMAN	Q9NZD8	SPG21_HUMAN	SPG21	308	6.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Maspardin 	0.9855	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	10948860	     0	     0	10948860	     0	     0	10948860	     0	     0		
sp|Q6NZY4|ZCHC8_HUMAN	Q6NZY4	ZCHC8_HUMAN	ZCCHC8	707	2.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Zinc finger CCHC domain-containing protein 8 	0.9854	0.9989	1	1	1	1	1	0	0	1	0	0	1	0	0	     0	     0	     0	     0	     0	     0	     0	     0	     0		
sp|Q9ULL5|PRR12_HUMAN	Q9ULL5	PRR12_HUMAN	PRR12	2036	0.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Proline-rich protein 12 	0.9854	0.9989	1	1	1	1	1	0	0	1	0	0	1	0	0	1059258	     0	     0	1059258	     0	     0	1059258	     0	     0		
sp|Q9Y484|WIPI4_HUMAN	Q9Y484	WIPI4_HUMAN	WDR45	360	2.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	WD repeat domain phosphoinositide-interacting protein 4 	0.9854	0.9989	1	1	1	1	0	1	0	0	1	0	0	1	0	     0	3444836	     0	     0	3444836	     0	     0	3444836	     0		
sp|Q9Y548|YIPF1_HUMAN	Q9Y548	YIPF1_HUMAN	YIPF1	306	2.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein YIPF1 	0.9854	0.9989	1	1	1	1	1	0	0	1	0	0	1	0	0	     0	     0	     0	     0	     0	     0	     0	     0	     0		
sp|Q5T3F8|CSCL2_HUMAN	Q5T3F8	CSCL2_HUMAN	TMEM63B	832	1.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	CSC1-like protein 2 	0.9853	0.9989	1	2	2	2	0	1	1	0	1	1	0	1	1	     0	1254435	2651592	     0	1254435	2651592	     0	1254435	2651592		
sp|Q71RC2|LARP4_HUMAN	Q71RC2	LARP4_HUMAN	LARP4	724	1.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	La-related protein 4 	0.9853	0.9989	1	1	1	1	0	0	1	0	0	1	0	0	1	     0	     0	336564	     0	     0	336564	     0	     0	336564		
sp|Q8N697|S15A4_HUMAN	Q8N697	S15A4_HUMAN	SLC15A4	577	1.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Solute carrier family 15 member 4 	0.9853	0.9989	1	1	1	1	1	0	0	1	0	0	1	0	0	2551747	     0	     0	2551747	     0	     0	2551747	     0	     0		
sp|A1A5C7|S22AN_HUMAN	A1A5C7	S22AN_HUMAN	SLC22A23	686	1.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Solute carrier family 22 member 23 	0.9852	0.9989	1	1	1	1	1	0	0	1	0	0	1	0	0	     0	     0	     0	     0	     0	     0	     0	     0	     0		
sp|A5D8V6|VP37C_HUMAN	A5D8V6	VP37C_HUMAN	VPS37C	355	2.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Vacuolar protein sorting-associated protein 37C 	0.9852	0.9989	1	1	1	1	1	0	0	1	0	0	1	0	0	4401313	     0	     0	4401313	     0	     0	4401313	     0	     0		
sp|Q7Z7L8|CK096_HUMAN	Q7Z7L8	CK096_HUMAN	C11orf96	435	2.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Uncharacterized protein C11orf96 	0.9852	0.9989	1	1	1	1	1	0	0	1	0	0	1	0	0	8777663	     0	     0	8777663	     0	     0	8777663	     0	     0		
sp|Q8WVR3|TPC14_HUMAN	Q8WVR3	TPC14_HUMAN	TRAPPC14	580	1.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Trafficking protein particle complex subunit 14 	0.9852	0.9989	1	1	1	1	1	0	0	1	0	0	1	0	0	1124195	     0	     0	1124195	     0	     0	1124195	     0	     0		
sp|Q96ST3|SIN3A_HUMAN	Q96ST3	SIN3A_HUMAN	SIN3A	1273	0.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Paired amphipathic helix protein Sin3a 	0.9852	0.9989	1	1	1	1	1	0	0	1	0	0	1	0	0	1599843	     0	     0	1599843	     0	     0	1599843	     0	     0		
sp|Q9NPD3|EXOS4_HUMAN	Q9NPD3	EXOS4_HUMAN	EXOSC4	245	3.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Exosome complex component RRP41 	0.9852	0.9989	1	1	1	1	1	0	0	1	0	0	1	0	0	2573313	     0	     0	2573313	     0	     0	2573313	     0	     0		
sp|Q9Y3B2|EXOS1_HUMAN	Q9Y3B2	EXOS1_HUMAN	EXOSC1	195	5.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Exosome complex component CSL4 	0.9852	0.9989	1	1	1	1	1	0	0	1	0	0	1	0	0	1138490	     0	     0	1138490	     0	     0	1138490	     0	     0		
sp|O15235|RT12_HUMAN	O15235	RT12_HUMAN	MRPS12	138	5.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	28S ribosomal protein S12, mitochondrial 	0.9851	0.9989	1	1	1	1	1	0	0	1	0	0	1	0	0	831923	     0	     0	831923	     0	     0	831923	     0	     0		
sp|O15247|CLIC2_HUMAN	O15247	CLIC2_HUMAN	CLIC2	247	10.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Chloride intracellular channel protein 2 	0.9851	0.9989	1	1	1	1	1	0	0	1	0	0	1	0	0	463116	     0	     0	463116	     0	     0	463116	     0	     0		
sp|P0CW19|LIMS3_HUMAN	P0CW19	LIMS3_HUMAN	LIMS3	117	12.00	Homo sapiens OX=9606	2:Experimental evidence at transcript level	LIM and senescent cell antigen-like-containing domain protein 3 	0.9851	0.9989	1	1	0	1	1	0	0	0	0	0	1	0	0	835559	     0	     0	     0	     0	     0	835559	     0	     0	sp|P0CW20|LIMS4_HUMAN	
sp|Q03701|CEBPZ_HUMAN	Q03701	CEBPZ_HUMAN	CEBPZ	1054	0.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	CCAAT/enhancer-binding protein zeta 	0.9851	0.9989	1	1	1	1	1	0	0	1	0	0	1	0	0	1081136	     0	     0	1081136	     0	     0	1081136	     0	     0		
sp|Q5JTH9|RRP12_HUMAN	Q5JTH9	RRP12_HUMAN	RRP12	1297	0.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	RRP12-like protein 	0.9851	0.9989	1	1	1	1	1	0	0	1	0	0	1	0	0	2997156	     0	     0	2997156	     0	     0	2997156	     0	     0		
sp|Q96RY7|IF140_HUMAN	Q96RY7	IF140_HUMAN	IFT140	1462	1.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Intraflagellar transport protein 140 homolog 	0.9851	0.9989	1	1	1	1	0	1	0	0	1	0	0	1	0	     0	1627108	     0	     0	1627108	     0	     0	1627108	     0		
sp|Q96T58|MINT_HUMAN	Q96T58	MINT_HUMAN	SPEN	3664	0.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Msx2-interacting protein 	0.9851	0.9989	1	1	1	1	1	0	0	1	0	0	1	0	0	1433903	     0	     0	1433903	     0	     0	1433903	     0	     0		
sp|Q9BYJ9|YTHD1_HUMAN	Q9BYJ9	YTHD1_HUMAN	YTHDF1	559	6.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	YTH domain-containing family protein 1 	0.9851	0.9989	3	1	1	7	1	0	0	1	0	0	5	1	1	2924433	     0	     0	2924433	     0	     0	13573188	1741923	1998238		
sp|A0A075B6I1|LV460_HUMAN	A0A075B6I1	LV460_HUMAN	IGLV4-60	120	8.30	Homo sapiens OX=9606	3:Protein inferred from homology	Immunoglobulin lambda variable 4-60 	0.9850	0.9989	1	1	1	1	0	0	1	0	0	1	0	0	1	     0	     0	661290	     0	     0	661290	     0	     0	661290		
sp|P55061|BI1_HUMAN	P55061	BI1_HUMAN	TMBIM6	237	3.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Bax inhibitor 1 	0.9850	0.9989	1	1	1	1	1	0	0	1	0	0	1	0	0	686105	     0	     0	686105	     0	     0	686105	     0	     0		
sp|Q96AA3|RFT1_HUMAN	Q96AA3	RFT1_HUMAN	RFT1	541	1.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein RFT1 homolog 	0.9850	0.9989	1	1	1	1	1	0	0	1	0	0	1	0	0	1680564	     0	     0	1680564	     0	     0	1680564	     0	     0		
sp|Q9H246|CA021_HUMAN	Q9H246	CA021_HUMAN	C1orf21	121	12.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Uncharacterized protein C1orf21 	0.9850	0.9974	2	2	2	2	1	1	0	1	1	0	1	1	0	2974358	3457145	     0	2974358	3457145	     0	2974358	3457145	     0		
sp|Q9H814|PHAX_HUMAN	Q9H814	PHAX_HUMAN	PHAX	394	2.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phosphorylated adapter RNA export protein 	0.9850	0.9989	1	1	1	1	1	0	0	1	0	0	1	0	0	3054511	     0	     0	3054511	     0	     0	3054511	     0	     0		
sp|Q9UKR5|ERG28_HUMAN	Q9UKR5	ERG28_HUMAN	ERG28	140	5.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ergosterol biosynthetic protein 28 homolog 	0.9850	0.9989	1	1	1	1	1	0	0	1	0	0	1	0	0	1963113	     0	     0	1963113	     0	     0	1963113	     0	     0		
sp|Q00975|CAC1B_HUMAN	Q00975	CAC1B_HUMAN	CACNA1B	2339	0.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Voltage-dependent N-type calcium channel subunit alpha-1B 	0.9849	0.9989	1	1	1	1	0	1	0	0	1	0	0	1	0	     0	2073634	     0	     0	2073634	     0	     0	2073634	     0		
sp|Q5BJH7|YIF1B_HUMAN	Q5BJH7	YIF1B_HUMAN	YIF1B	314	4.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein YIF1B 	0.9849	0.9989	1	2	2	2	1	1	0	1	1	0	1	1	0	5070392	2103115	     0	5070392	2103115	     0	5070392	2103115	     0		
sp|Q8NBF6|AVL9_HUMAN	Q8NBF6	AVL9_HUMAN	AVL9	648	1.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Late secretory pathway protein AVL9 homolog 	0.9849	0.9989	1	3	3	3	1	1	1	1	1	1	1	1	1	2298190	3374740	1817402	2298190	3374740	1817402	2298190	3374740	1817402		
sp|Q8WUA7|TB22A_HUMAN	Q8WUA7	TB22A_HUMAN	TBC1D22A	517	1.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	TBC1 domain family member 22A 	0.9849	0.9989	1	3	0	3	2	1	0	0	0	0	2	1	0	666869	1698940	     0	     0	     0	     0	666869	1698940	     0	sp|Q9NU19|TB22B_HUMAN	
